State,IHE_Name,Program_Title,Program_Type,Level_of_Degree,Format,Alternate_Route_to_Certification,Category_of_Credentialing,URL_for_Program
Utah,University of Utah,M.Ed. Special Education with Teaching License in Preschool Special Education (Birth-5) and Early Intervention Credential,ECSE,Masters,In Person,No,ECSE,https://special-ed.utah.edu/graduate/grad-specializations/grad-preschool.php
Utah,University of Utah,M.S. Special Ed. with Teaching License in ECSE,ECSE,Masters,In Person,No,ECSE,https://special-ed.utah.edu/graduate/grad-specializations/grad-preschool.php
Utah,University of Utah,Non-degree Special Education with Teaching License in Preschool Special Education (Birth-5) and Early Intervention Credential,ECSE,No Degree,In Person,No,ECSE,https://special-ed.utah.edu/endorsement-license/endorsement-specializations/preschool.php
Utah,Utah State University,"Special Education: Birth to 5 Emphasis - BA, BS",ECSE,Bachelors,In Person,No,ECSE,https://www.usu.edu/degrees/index.cfm?id=147
Utah,Utah State University,"Special Education: Mild/Moderate & Birth to 5 Dual Emphasis - BA, BS",ECSE,Bachelors,In Person,No,ECSE and Special Education,https://cehs.usu.edu/sperc/sped/undergrad/main-campus/early-childhood-options
Utah,Utah State University,Special Education: Online Practical Teacher Training- Birth to 5 Emphasis,ECSE,No Degree,Online,No,ECSE,https://cehs.usu.edu/sperc/sped/undergrad/optt/overview
Utah,Utah State University,"Special Education: Severe & Birth to 5 Dual Emphasis - BA, BS",ECSE,Bachelors,In Person,No,ECSE and Special Education,https://cehs.usu.edu/sperc/sped/undergrad/main-campus/early-childhood-options
Utah,Utah State University,"Special Education: Birth to 5 Emphasis/Early Childhood Education Dual Major - BA, BS",Dual,Bachelors,In Person,No,Dual,https://cehs.usu.edu/sperc/sped/undergrad/main-campus/early-childhood-options
Utah,Utah State University,Master’s Special Education + Early Childhood Education Emphasis,ECSE,Masters,In Person,No,No license,https://cehs.usu.edu/sperc/sped/masters/master-of-education
Vermont,Castelton University,BA in Early Childhood and Special Education,Blended,Bachelors,In Person,No,Dual,https://www.castleton.edu/academics/undergraduate-programs/early-childhood-special-education/
Vermont,Champlain College,Early Childhood Special Education Graduate Certificate,ECSE,Graduate Certificate,Online,No,No license,https://catalog.champlain.edu/preview_program.php?catoid=58&poid=3903&hl=%22early+childhood%22&returnto=search
Vermont,Champlain College,"Early Childhood Education, M.Ed. with ECSE Concentration",Dual,Masters,Online,No,No license,https://www.champlain.edu/career-success/career-development-programs/teacher-education-programs
Vermont,University of Vermont,"Early Childhood Special Education, B.S.Ed., Teaching Licensure (Birth to Age 6)",ECSE,Bachelors,In Person,No,ECSE,https://catalogue.uvm.edu/undergraduate/educationandsocialservices/education/elementaryedbsed/
Vermont,University of Vermont,Master of Education (M.Ed.) in Special Education - Early Childhood Special Education Pathway,ECSE,Masters,In Person,No,ECSE,https://www.uvm.edu/cess/doe/med_earlychild_specialed
Vermont,University of Vermont,"Accelerated Master's Pathway (AMP) in Special Education: Early Childhood Special Education Pathway with the Early Childhood Education, B.S.Ed. for Teaching Licensure (Birth - Grade 3)",Dual,Integrated Bachelors/Masters,In Person,No,Dual,https://www.uvm.edu/cess/doe/med_earlychild_specialed  https://www.uvm.edu/cess/doe/accelerated-masters-degree-program-amp-special-education https://www.uvm.edu/cess/doe/earlychild
Virgin Islands,University of the Virgin Islands,Bachelor of Arts in Inclusive Early Childhood Education,Blended,Bachelors,In Person,No,Dual,https://www.uvi.edu/academics/education/programs/early-childhood-educ/bach-arts/
Virgin Islands,University of the Virgin Islands,Certificate in Inclusive Early Childhood Education,Blended,No Degree,In Person,No,No license,https://www.uvi.edu/academics/education/programs/early-childhood-educ/certificate-program/
Virginia,George Mason University,BA/Accelerated MEd ECSE Concentration Licensure,ECSE,Integrated Bachelors/Masters,Hybrid or In Person,No,ECSE,https://education.gmu.edu/early-childhood/bam-special-education-concentration-licensure
Virginia,George Mason University,BA/Accelerated MEd ECSE Concentration Non-licensure,ECSE,Integrated Bachelors/Masters,Hybrid or In Person,No,No license,https://education.gmu.edu/early-childhood/bam-special-education-concentration-nonlicensure
Virginia,George Mason University,"BSEd Early Childhood Education for Diverse Learners, Concentration in Early Childhood Special Education",ECSE,Bachelors,Hybrid or In Person,No,ECSE,https://education.gmu.edu/early-childhood/bsed-special-education-concentration
Virginia,George Mason University,Grad Cert ECSE Licensure,ECSE,Graduate Certificate,Hybrid or In Person,No,ECSE,https://education.gmu.edu/early-childhood/certificate-special-education
Virginia,George Mason University,MEd ECSE Concentration Licensure,ECSE,Masters,Hybrid or In Person,No,ECSE,https://education.gmu.edu/early-childhood/med-special-education-concentration-licensure
Virginia,George Mason University,MEd ECSE Concentration Non-licensure,ECSE,Masters,Hybrid or In Person,No,No license,https://education.gmu.edu/early-childhood/med-special-education-concentration-nonlicensure
Virginia,George Mason University,BSEd Early Childhood Special Education and Early/Primary Education PreK–3 (Dual Licensure),Dual,Bachelors,Hybrid or In Person,No,Dual,https://education.gmu.edu/early-childhood/bsed-dual-licensure
Virginia,James Madison University,"Special Education, Early Childhood Special Education, M.A.T.",ECSE,Masters,In Person,No,ECSE,https://www.jmu.edu/coe/efex/efex-earlychild-sped-post-bacc.shtml
Virginia,James Madison University,BS Inclusive Early Childhood,Blended,Bachelors,In Person,No,Dual,https://www.jmu.edu/coe/efex/efex-iece-4-yr-major-overview.shtml
Virginia,James Madison University,"Education, Inclusive Early Childhood Education (Birth - Grade 3), M.A.T.",Blended,Masters,In Person,No,Dual,https://catalog.jmu.edu/preview_program.php?catoid=52&poid=22168&hl=Education%2C+Inclusive+Early+Childhood+Education&returnto=search
Virginia,James Madison University,"Special Education - Fifth Year, Inclusive Early Childhood Education, M.A.T. (Dual BA + MAT)",Blended,Integrated Bachelors/Masters,In Person,No,Dual,https://www.jmu.edu/coe/efex/efex-iece-5-yr-mat.shtml
Virginia,Liberty University,MAT Early Childhood Special Ed,ECSE,Masters,Online,No,ECSE,https://www.liberty.edu/online/education/masters/mat/special-education/early-childhood-education/
Virginia,Liberty University,MAT Early Childhood Special Ed + Adapted Curriculum Add-on and CTE Transition,ECSE,Masters,Online,No,ECSE and Special Education,https://www.liberty.edu/online/education/masters/mat/special-education/adapted-curriculum-and-early-childhood-special-education/
Virginia,Liberty University,MAT Early Childhood Special Ed + SPED General Curriculum Add-on,ECSE,Masters,Online,No,ECSE and Special Education,https://www.liberty.edu/online/education/masters/mat/special-education/early-childhood-special-education-and-general-curriculum/
Virginia,Longwood University,BS in Early Childhood Ed Dual Cert ECE and ECSE,Blended,Bachelors,In Person,No,Dual,http://www.longwood.edu/earlychildhoodeducation/#LicensureConcentration
Virginia,Old Dominion University,MA in SpEd with Endorsement in Early Childhood Special Education,ECSE,Masters,In Person or Online ,No,ECSE,https://catalog.odu.edu/graduate/education/communication-disorders-special-education/special-education-early-childhood-msed/
Virginia,Old Dominion University,PostBacc in SpEd with Endorsement in Early Childhood Special Education,ECSE,Post Bac. Certificate,In Person or Online ,No,ECSE,https://catalog.odu.edu/graduate/education/communication-disorders-special-education/early-childhood-special-education-post-baccalaureate-endorsement/
Virginia,Radford University,BA  ECSE 2+2 (AA to BA),ECSE,Bachelors,In Person,No,ECSE,https://www.radford.edu/content/cehd/home/teacher-ed/licensure-pathways/undergraduate-licensure/early-childhood/2-Plus-2-Program.html
Virginia,Radford University,BA ECSE Licensure,ECSE,Bachelors,In Person,No,ECSE,https://www.radford.edu/content/cehd/home/teacher-ed/licensure-pathways/undergraduate-licensure/early-childhood.html
Virginia,Radford University,BA ECSE Non-licensure,ECSE,Bachelors,In Person,No,No license,https://www.radford.edu/content/cehd/home/teacher-ed/licensure-pathways/undergraduate-licensure/early-childhood.html
Virginia,Radford University,ECSE Grad Cert,ECSE,Graduate Certificate,In Person,No,ECSE,https://catalog.radford.edu/preview_program.php?catoid=56&poid=7478&hl=special+education&returnto=search
Virginia,Radford University,MS SpEd ECSE,ECSE,Masters,In Person,No,ECSE,https://catalog.radford.edu/preview_program.php?catoid=56&poid=7452&hl=special+education&returnto=search
Virginia,Radford University,BA ECSE + PreK add-on Endorsement,Dual,Bachelors,In Person,No,Dual,https://www.radford.edu/content/cehd/home/teacher-ed/licensure-pathways/undergraduate-licensure/early-childhood.html
Virginia,Radford University,BA ECSE+5th year MA in ECE (p-3),Dual,Integrated Bachelors/Masters,In Person,No,Dual,https://www.radford.edu/content/cehd/home/teacher-ed/licensure-pathways/five-year/early-childhood-fifth-year.html
Virginia,Radford University,MS SpEd ECSE + PreK add-on Endorsement,Dual,Masters,In Person,No,Dual,https://www.radford.edu/content/grad/home/academics/graduate-programs/education/special-education/early-special-education.html
Virginia,University of Lynchburg,Consortium in ECSE (teacher licensure only)s,ECSE,No Degree,In Person,No,ECSE,https://www.lynchburg.edu/graduate/master-of-education-in-special-education/virginia-consortium-for-teacher-training-in-early-childhood-special-education/
Virginia,University of Lynchburg,MS SpEd ECSE,ECSE,Masters,In Person,No,ECSE,https://www.lynchburg.edu/graduate/master-of-education-in-special-education/
Virginia,Virginia Commonwealth University,BS SpEd with concentration in EC,ECSE,Bachelors,In Person,No,ECSE,http://bulletin.vcu.edu/undergraduate/education/counseling-special-education/special-education-teaching-bsed-concentration-early-childhood/#text
Virginia,Virginia Commonwealth University,"Special Education, Master of Education (M.Ed.) with a concentration in early childhood",ECSE,Masters,Hybrid,No,ECSE,https://bulletin.vcu.edu/graduate/school-education/counseling-special-education/special-education-med-concentration-early-childhood/#text
